0.000000000000000000e+00,2.568000000000000114e+02,2.225999999999999943e+02,5.000000000000000000e+00,3.399999999999999911e+00,7.200000000000000844e-01,1.944079802166200355e-01,2.609673520250820888e-01,3.334878348212241828e-01
1.000000000000000000e+00,2.465999999999999943e+02,2.145999999999999943e+02,7.000000000000000000e+00,4.400000000000000355e+00,5.999999999999999778e-01,1.824322788799191686e-01,2.667337402118962197e-01,2.885098782018633012e-01
2.000000000000000000e+00,8.220000000000000284e+01,8.659999999999999432e+01,5.000000000000000000e+00,4.200000000000000178e+00,5.000000000000000000e-01,5.205085171603642674e-02,1.324739264217722999e-02,9.603850574926046588e-03
3.000000000000000000e+00,6.800000000000000000e+01,7.300000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,6.666666666666666297e-01,4.465635099551547305e-02,2.720589790591006977e-03,3.399664942493774156e-03
4.000000000000000000e+00,2.739999999999999858e+01,3.239999999999999858e+01,5.000000000000000000e+00,4.200000000000000178e+00,2.000000000000000111e-01,2.725165668220312989e-02,4.922625909451079900e-04,1.756105689048829000e-04
5.000000000000000000e+00,1.119999999999999929e+01,1.619999999999999929e+01,6.799999999999999822e+00,5.799999999999999822e+00,3.816161616161616310e-01,1.577413533226711823e-02,7.387084299453727635e-05,1.550372718590659526e-04
6.000000000000000000e+00,9.599999999999999645e+00,1.459999999999999964e+01,2.799999999999999822e+00,5.000000000000000000e+00,3.599999999999999867e-01,1.406425508400533861e-02,1.168925379854710532e-02,5.378277910112767152e-04
7.000000000000000000e+00,9.000000000000000000e+00,1.400000000000000000e+01,4.400000000000000355e+00,4.000000000000000000e+00,3.085714285714285521e-01,1.439010803484462586e-02,1.640089870755738477e-02,3.160670386558783653e-03
8.000000000000000000e+00,6.200000000000000178e+00,1.119999999999999929e+01,3.399999999999999911e+00,5.799999999999999822e+00,6.247619047619046295e-01,1.169297288697324771e-02,1.363396666821321813e-06,4.650318213345409736e-07
9.000000000000000000e+00,2.639999999999999858e+01,2.939999999999999858e+01,5.200000000000000178e+00,4.000000000000000000e+00,6.999999999999999556e-01,2.474189063425168492e-02,3.595145524925293795e-02,3.023171491243997755e-02
1.000000000000000000e+01,5.799999999999999822e+00,1.080000000000000071e+01,3.399999999999999911e+00,5.000000000000000000e+00,6.247619047619046295e-01,1.106678825517045175e-02,2.042378340153666509e-06,1.633398335125304334e-07
1.100000000000000000e+01,4.799999999999999822e+00,9.800000000000000711e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.466666666666666341e-01,1.056505873262632809e-02,1.499653735176094981e-06,2.152508971247491095e-05
1.200000000000000000e+01,4.599999999999999645e+00,9.599999999999999645e+00,3.000000000000000000e+00,4.200000000000000178e+00,7.933333333333333348e-01,1.007613418208042240e-02,2.283080621929460803e-06,1.237045062131350521e-07
1.300000000000000000e+01,2.261999999999999886e+02,1.961999999999999886e+02,7.799999999999999822e+00,5.799999999999999822e+00,5.571428571428571619e-01,1.686596460843705625e-01,2.431869499631681975e-01,2.612129482457367646e-01
1.400000000000000000e+01,1.114000000000000057e+02,1.105999999999999943e+02,8.000000000000000000e+00,5.799999999999999822e+00,3.857142857142857317e-01,7.734697741310161967e-02,1.085320859488391881e-01,6.139155971495322689e-02
1.500000000000000000e+01,3.139999999999999858e+01,3.620000000000000284e+01,4.599999999999999645e+00,3.399999999999999911e+00,4.400000000000000577e-01,2.317614573930839444e-02,4.305629453848689586e-03,3.069676432263134056e-03
1.600000000000000000e+01,3.399999999999999911e+00,8.400000000000000355e+00,2.799999999999999822e+00,3.600000000000000089e+00,3.133333333333333526e-01,8.736366836765502991e-03,1.960924784707654552e-04,4.896083870441991862e-05
1.700000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.028123537232790083e-02,8.487406324445571421e-06,1.516296629079582539e-05
1.800000000000000000e+01,2.160000000000000142e+01,2.660000000000000142e+01,6.000000000000000000e+00,5.400000000000000355e+00,3.200000000000000067e-01,2.642857188095197943e-02,1.787249858683579579e-02,3.211130080329755757e-06
1.900000000000000000e+01,6.200000000000000178e+00,1.119999999999999929e+01,3.000000000000000000e+00,6.000000000000000000e+00,5.066666666666667096e-01,1.125813724425619652e-02,1.621962195021104112e-06,9.284790274775847612e-08
2.000000000000000000e+01,8.199999999999999289e+00,1.319999999999999929e+01,4.599999999999999645e+00,5.400000000000000355e+00,5.200000000000000178e-01,1.316173694377269568e-02,8.119172646959607649e-07,3.612171436447674223e-07
2.100000000000000000e+01,8.199999999999999289e+00,1.300000000000000000e+01,4.000000000000000000e+00,3.000000000000000000e+00,4.819047619047618913e-01,1.325153776022918936e-02,1.743072740320794969e-02,4.868893012069168587e-03
2.200000000000000000e+01,7.400000000000000355e+00,1.240000000000000036e+01,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.167646710029817889e-02,8.568314539278635823e-06,1.034605024100909052e-05
2.300000000000000000e+01,6.599999999999999645e+00,1.159999999999999964e+01,3.399999999999999911e+00,5.000000000000000000e+00,3.174603174603174427e-01,1.250758694342703550e-02,1.388887586671670553e-04,3.956977809599101332e-05
2.400000000000000000e+01,4.799999999999999822e+00,4.799999999999999822e+00,2.399999999999999911e+00,3.200000000000000178e+00,5.200000000000000178e-01,1.034512904867755309e-02,3.363343823119195716e-05,5.485112936383532503e-05
