-0.02416639,&,5.00000000,&,7.93600000,&,0.43904952,&,0.17971014,&,4.13333333,&,0.17222222
-0.02245842,&,5.00000000,&,7.92000000,&,0.43448981,&,0.17934783,&,4.12500000,&,0.17187500
-0.02198818,&,5.00000000,&,7.94666667,&,0.43704930,&,0.17995169,&,4.13888889,&,0.17245370
-0.02568726,&,5.00000000,&,7.96000000,&,0.44110698,&,0.18025362,&,4.14583333,&,0.17274306
-0.02370421,&,5.00000000,&,7.97440000,&,0.44168669,&,0.18057971,&,4.15333333,&,0.17305556
