-4.98E-02,&,5.00E+00,&,8.37E+00,&,4.38E-01,&,1.74E-01,&,4.18E+00,&,1.67E-01
-4.03E-02,&,5.00E+00,&,8.36E+00,&,4.41E-01,&,1.74E-01,&,4.18E+00,&,1.67E-01
-3.89E-02,&,5.00E+00,&,8.42E+00,&,4.36E-01,&,1.75E-01,&,4.21E+00,&,1.68E-01
-4.12E-02,&,5.00E+00,&,8.39E+00,&,4.35E-01,&,1.75E-01,&,4.20E+00,&,1.68E-01
-0.03900133,&,5.00000000,&,8.31360000,&,0.43295384,&,0.17320000,&,4.15680000,&,0.16627200
