0.000000000000000000e+00,5.160361560000000125e+00,1.047627291999999954e+01,8.800000000000000711e+00,8.119999999999999218e+00,8.245743145743148483e-01,6.567144728370016837e-02,1.998711082718498122e-01,8.149631049036244745e-02
1.000000000000000000e+00,5.235517199999999427e+00,1.109284644000000242e+01,9.000000000000000000e+00,8.000000000000000000e+00,8.345714285714285197e-01,6.563620542680580205e-02,2.223556048482004111e-01,8.286413261337413627e-02
2.000000000000000000e+00,4.093537519999999930e+00,4.009691880000001873e+00,6.120000000000000107e+00,6.440000000000000391e+00,6.219653679653679434e-01,4.967570775126827626e-02,2.580088614641861192e-02,3.167776553459746708e-02
3.000000000000000000e+00,2.890747200000000738e+00,4.704198360000000356e+00,4.519999999999999574e+00,5.440000000000000391e+00,5.953650793650793194e-01,4.058894948601361741e-02,2.506704231000879066e-02,5.729465402429903195e-03
4.000000000000000000e+00,2.781972320000000387e+00,2.620887080000000147e+00,4.400000000000000355e+00,5.759999999999999787e+00,5.504761904761903413e-01,3.650361513435711885e-02,7.961284681772026750e-03,7.292597389213249792e-03
5.000000000000000000e+00,1.961305239999999728e+00,1.668228240000000362e+00,7.320000000000000284e+00,6.799999999999999822e+00,4.609603729603730105e-01,5.233910789920068196e-02,1.776380782443455139e-02,4.995044996134711743e-03
6.000000000000000000e+00,4.686137120000000600e+00,2.236872039999999728e+00,1.024000000000000021e+01,8.039999999999999147e+00,7.130707070707071882e-01,5.813291716818581173e-02,3.338689028887529414e-02,7.890425070616394199e-02
7.000000000000000000e+00,5.936782599999999022e+00,2.068101560000000116e+00,9.480000000000000426e+00,7.480000000000000426e+00,7.865858585858586105e-01,6.582743570777380149e-02,2.921816656877360141e-02,1.110484666756685057e-01
8.000000000000000000e+00,8.938666399999999346e-01,8.151376000000000177e-01,5.759999999999999787e+00,5.160000000000000142e+00,5.356825396825396490e-01,3.269063258132916261e-02,3.632256291383654124e-03,8.840066213550738447e-04
9.000000000000000000e+00,5.639121280000001235e+00,2.090097560000000243e+00,6.240000000000000213e+00,7.240000000000000213e+00,9.871428571428572107e-01,5.185053596583525520e-02,3.139406216073806211e-02,1.329836078915713760e-01
1.000000000000000000e+01,5.323987999999999637e-02,3.175955200000000200e-01,7.600000000000000089e-01,3.600000000000000089e+00,7.706666666666667220e-01,7.835808229593765536e-03,2.936720254181049341e-04,1.597962258370293204e-05
1.100000000000000000e+01,1.744471999999999967e-01,3.676290400000000735e-01,1.639999999999999902e+00,3.520000000000000018e+00,7.506666666666664822e-01,1.275969991749668561e-02,2.133058758359982193e-03,5.357567369808934786e-05
1.200000000000000000e+01,2.190644800000000059e-01,3.765631199999999179e-01,2.279999999999999805e+00,3.720000000000000195e+00,7.306666666666665755e-01,1.182928466234265882e-02,1.431988295479856490e-04,3.601638672959519487e-05
1.300000000000000000e+01,7.583024799999998677e+00,1.038153035999999929e+01,1.267999999999999972e+01,9.400000000000000355e+00,5.819230769230769873e-01,8.908923078611660773e-02,1.736873068384340857e-01,1.440855913536112087e-01
1.400000000000000000e+01,7.058624159999999037e+00,7.229426519999999634e+00,1.280000000000000071e+01,8.960000000000000853e+00,5.702973627679510660e-01,8.587737382373847317e-02,1.240017720464455797e-01,1.020528912132281502e-01
1.500000000000000000e+01,2.771900600000000381e+00,1.632388840000000174e+00,4.160000000000000142e+00,5.719999999999999751e+00,7.535238095238093736e-01,3.197597119076499989e-02,1.657326227776101737e-02,1.461682003680110989e-02
1.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.990000000000000000e+02,9.990000000000000000e+02,9.990000000000000000e+02,9.990000000000000000e+02,9.990000000000000000e+02,9.990000000000000000e+02
1.700000000000000000e+01,1.824877199999999922e-01,3.765917999999999211e-01,1.000000000000000000e+00,2.359999999999999876e+00,1.000000000000000000e+00,8.571527199468660999e-03,4.969496504828788261e-04,1.929699735219490917e-04
1.800000000000000000e+01,6.366809400000001062e+00,3.746397240000001183e+00,1.543999999999999950e+01,7.919999999999999929e+00,4.195911120183566934e-01,9.275438850828970905e-02,4.109655448587372362e-02,9.139854725241949862e-02
1.900000000000000000e+01,4.638932799999999079e-01,6.904413999999999829e-01,3.399999999999999911e+00,4.280000000000000249e+00,5.019047619047618536e-01,1.935123487131195155e-02,9.327864547377142908e-04,2.110130557965102010e-04
2.000000000000000000e+01,1.022806239999999756e+00,8.329672000000002408e-01,4.719999999999999751e+00,4.480000000000000426e+00,6.971428571428570642e-01,3.604472683469671368e-02,2.681898230621776284e-03,1.034207350671499962e-03
2.100000000000000000e+01,4.972878679999999108e+00,1.906078800000000184e+00,6.360000000000000320e+00,7.080000000000000071e+00,9.326666666666666439e-01,4.788490642995466007e-02,2.784182709430917807e-02,1.060352117963636043e-01
2.200000000000000000e+01,2.591539999999999400e-01,5.158407600000000093e-01,1.000000000000000000e+00,3.359999999999999876e+00,3.893333333333334201e-01,9.574237535180267489e-03,6.925169192541081719e-04,2.827069438800597508e-04
2.300000000000000000e+01,7.132776399999998240e-01,6.305914800000000930e-01,3.240000000000000213e+00,4.959999999999999964e+00,6.004329004329003183e-01,2.103773815763164759e-02,8.664638115537028409e-03,2.042264906976519728e-03
2.400000000000000000e+01,1.100452000000000027e-02,3.455855199999999794e-01,8.000000000000000167e-02,3.600000000000000089e+00,8.626666666666666927e-01,6.497317448943604364e-03,4.309448880761940388e-03,6.655611284765985069e-05
